"Município";"Quantidade_existente"
"431620 Rondinha";32
"431630 Roque Gonzales";35
"431640 Rosário do Sul";96
"431643 Saldanha Marinho";19
"431645 Salto do Jacuí";32
"431650 Salvador do Sul";32
"431660 Sananduva";73
"431710 Sant'Ana do Livramento";189
"431670 Santa Bárbara do Sul";51
"431680 Santa Cruz do Sul";312
"431690 Santa Maria";1032
"431720 Santa Rosa";205
"431730 Santa Vitória do Palmar";65
"431740 Santiago";122
"431750 Santo Ângelo";219
"431760 Santo Antônio da Patrulha";82
"431780 Santo Augusto";85
"431790 Santo Cristo";56
"431800 São Borja";143
"431810 São Francisco de Assis";60
"431820 São Francisco de Paula";62
"431830 São Gabriel";185
"431840 São Jerônimo";100
"431843 São João do Polêsine";50
"431850 São José do Norte";53
"431860 São José do Ouro";53
"431870 São Leopoldo";209
"431880 São Lourenço do Sul";172
"431890 São Luiz Gonzaga";122
"431900 São Marcos";77
"431910 São Martinho";39
"431915 São Miguel das Missões";38
"431930 São Paulo das Missões";36
"431940 São Pedro do Sul";54
"431950 São Sebastião do Caí";91
"431960 São Sepé";64
"431980 São Vicente do Sul";14
"431990 Sapiranga";126
"432000 Sapucaia do Sul";116
"432010 Sarandi";81
"432020 Seberi";50
"432026 Segredo";34
"432030 Selbach";32
"432040 Serafina Corrêa";55
"432045 Sério";10
"432050 Sertão";49
"432060 Severiano de Almeida";31
"432067 Sinimbu";48
"432070 Sobradinho";148
"432080 Soledade";117
"432090 Tapejara";92
"432100 Tapera";35
"432110 Tapes";49
"432120 Taquara";89
"432130 Taquari";81
"432140 Tenente Portela";113
"432143 Terra de Areia";1
"432145 Teutônia";78
"432150 Torres";66
"432160 Tramandaí";94
"432170 Três Coroas";75
"432180 Três de Maio";69
"432190 Três Passos";104
"432195 Trindade do Sul";48
"432200 Triunfo";50
"432210 Tucunduva";34
"432220 Tupanciretã";73
"432230 Tuparendi";37
"432240 Uruguaiana";196
"432250 Vacaria";147
"432253 Vale do Sol";39
"432260 Venâncio Aires";132
"432270 Vera Cruz";49
"432280 Veranópolis";63
"432290 Viadutos";50
"432300 Viamão";347
"500020 Água Clara";17
"500060 Amambai";107
"500070 Anastácio";26
"500080 Anaurilândia";12
"500085 Angélica";26
"500090 Antônio João";7
"500100 Aparecida do Taboado";106
"500110 Aquidauana";143
"500124 Aral Moreira";9
"500150 Bandeirantes";12
"500190 Bataguassu";35
"500210 Bela Vista";32
"500215 Bodoquena";8
"500220 Bonito";26
"500230 Brasilândia";20
"500240 Caarapó";39
"500260 Camapuã";22
"500270 Campo Grande";2210
"500280 Caracol";8
"500290 Cassilândia";59
"500295 Chapadão do Sul";80
"500310 Corguinho";2
"500315 Coronel Sapucaia";9
"500320 Corumbá";202
"500325 Costa Rica";59
"500330 Coxim";93
"500345 Deodápolis";12
"500348 Dois Irmãos do Buriti";19
"500370 Dourados";618
"500375 Eldorado";57
"500380 Fátima do Sul";56
"500390 Figueirão";10
"500400 Glória de Dourados";12
"500410 Guia Lopes da Laguna";26
"500430 Iguatemi";38
"500440 Inocência";9
"500450 Itaporã";20
"500460 Itaquiraí";27
"500470 Ivinhema";29
"500500 Jardim";43
"500510 Jateí";21
"500515 Juti";9
"500520 Ladário";10
"500525 Laguna Carapã";6
"500540 Maracaju";50
"500560 Miranda";23
"500568 Mundo Novo";36
"500570 Naviraí";87
"500580 Nioaque";6
"500600 Nova Alvorada do Sul";18
"500620 Nova Andradina";111
"500625 Novo Horizonte do Sul";14
"500630 Paranaíba";191
"500635 Paranhos";10
"500640 Pedro Gomes";28
"500660 Ponta Porã";139
"500690 Porto Murtinho";16
"500710 Ribas do Rio Pardo";16
"500720 Rio Brilhante";46
"500730 Rio Negro";20
"500740 Rio Verde de Mato Grosso";29
"500750 Rochedo";9
"500755 Santa Rita do Pardo";8
"500769 São Gabriel do Oeste";36
"500770 Sete Quedas";18
"500790 Sidrolândia";39
"500793 Sonora";22
"500795 Tacuru";8
"500797 Taquarussu";4
"500830 Três Lagoas";197
"500840 Vicentina";5
"510020 Água Boa";77
"510025 Alta Floresta";138
"510030 Alto Araguaia";98
"510060 Alto Taquari";30
"510080 Apiacás";28
"510100 Araguaiana";12
"510125 Araputanga";19
"510130 Arenápolis";10
"510140 Aripuanã";33
"510160 Barão de Melgaço";11
"510170 Barra do Bugres";59
"510180 Barra do Garças";114
"510190 Brasnorte";31
"510250 Cáceres";225
"510260 Campinápolis";21
"510263 Campo Novo do Parecis";32
"510267 Campo Verde";56
"510268 Campos de Júlio";16
"510269 Canabrava do Norte";9
"510270 Canarana";60
"510279 Carlinda";1
"510300 Chapada dos Guimarães";2
"510305 Cláudia";23
"510310 Cocalinho";16
"510320 Colíder";113
"510325 Colniza";40
"510330 Comodoro";42
"510335 Confresa";53
"510337 Cotriguaçu";33
"510340 Cuiabá";2106
"510350 Diamantino";46
"510360 Dom Aquino";20
"510385 Gaúcha do Norte";17
"510390 General Carneiro";15
"510410 Guarantã do Norte";48
"510420 Guiratinga";22
"510455 Itaúba";16
"510460 Itiquira";35
"510480 Jaciara";53
"510500 Jauru";37
"510510 Juara";65
"510515 Juína";136
"510517 Juruena";19
"510520 Juscimeira";33
"510525 Lucas do Rio Verde";101
"510558 Marcelândia";21
"510560 Matupá";44
"510562 Mirassol d'Oeste";90
"510590 Nobres";41
"510600 Nortelândia";35
"510610 Nossa Senhora do Livramento";16
"510615 Nova Bandeirantes";15
"510620 Nova Brasilândia";13
"510618 Nova Lacerda";6
"510885 Nova Marilândia";8
"510890 Nova Maringá";6
"510895 Nova Monte Verde";13
"510622 Nova Mutum";39
"510623 Nova Olímpia";50
"510625 Nova Xavantina";34
"510627 Novo Horizonte do Norte";15
"510628 Novo São Joaquim";26
"510629 Paranaíta";32
"510630 Paranatinga";35
"510637 Pedra Preta";31
"510642 Peixoto de Azevedo";57
"510650 Poconé";64
"510670 Ponte Branca";21
"510675 Pontes e Lacerda";69
"510677 Porto Alegre do Norte";18
"510680 Porto dos Gaúchos";21
"510700 Poxoréo";96
"510704 Primavera do Leste";147
"510706 Querência";31
"510718 Ribeirão Cascalheira";32
"510719 Ribeirãozinho";15
"510720 Rio Branco";18
"510760 Rondonópolis";491
"510770 Rosário Oeste";63
"510775 Salto do Céu";14
"510777 Santa Terezinha";22
"510780 Santo Antônio do Leverger";20
"510785 São Félix do Araguaia";44
"510730 São José do Rio Claro";22
"510735 São José do Xingu";23
"510710 São José dos Quatro Marcos";29
"510787 Sapezal";53
"510790 Sinop";253
"510792 Sorriso";160
"510794 Tabaporã";15
"510795 Tangará da Serra";183
"510800 Tapurah";21
"510805 Terra Nova do Norte";37
"510810 Tesouro";14
"510820 Torixoréu";23
"510835 Vale de São Domingos";5
"510840 Várzea Grande";368
"510550 Vila Bela da Santíssima Trindade";50
"510860 Vila Rica";21
"520010 Abadiânia";9
"520013 Acreúna";72
"520017 Água Fria de Goiás";12
"520025 Águas Lindas de Goiás";41
"520030 Alexânia";34
"520050 Aloândia";14
"520060 Alto Paraíso de Goiás";17
"520080 Alvorada do Norte";32
"520085 Americano do Brasil";17
"520090 Amorinópolis";13
"520110 Anápolis";1056
"520130 Anicuns";50
"520140 Aparecida de Goiânia";1072
"520150 Aporé";18
"520160 Araçu";17
"520170 Aragarças";53
"520180 Aragoiânia";9
"520215 Araguapaz";10
"520235 Arenópolis";17
"520250 Aruanã";15
"520280 Avelinópolis";12
"520320 Barro Alto";22
"520330 Bela Vista de Goiás";29
"520340 Bom Jardim de Goiás";23
"520350 Bom Jesus de Goiás";25
"520355 Bonfinópolis";2
"520380 Britânia";23
"520390 Buriti Alegre";32
"520393 Buriti de Goiás";14
"520400 Cabeceiras";12
"520410 Cachoeira Alta";26
"520425 Cachoeira Dourada";18
"520430 Caçu";36
"520440 Caiapônia";53
"520450 Caldas Novas";138
"520465 Campinaçu";22
"520470 Campinorte";16
"520480 Campo Alegre de Goiás";18
"520490 Campos Belos";42
"520500 Carmo do Rio Verde";17
"520505 Castelândia";15
"520510 Catalão";297
"520520 Caturaí";18
"520530 Cavalcante";16
"520540 Ceres";332
"520545 Cezarina";15
"520547 Chapadão do Céu";24
"520549 Cidade Ocidental";61
"520551 Cocalzinho de Goiás";22
"520552 Colinas do Sul";11
"520570 Córrego do Ouro";16
"520580 Corumbá de Goiás";25
"520590 Corumbaíba";26
"520620 Cristalina";58
"520630 Cristianópolis";8
"520640 Crixás";86
"520650 Cromínia";11
"520660 Cumari";14
"520670 Damianópolis";13
"520680 Damolândia";15
"520710 Diorama";14
"520830 Divinópolis de Goiás";24
"520725 Doverlândia";24
"520735 Edealina";10
"520740 Edéia";25
"520750 Estrela do Norte";22
"520753 Faina";19
"520760 Fazenda Nova";16
"520780 Firminópolis";37
"520790 Flores de Goiás";7
"520800 Formosa";138
"520810 Formoso";25
"520840 Goianápolis";18
"520850 Goiandira";33
"520860 Goianésia";258
"520870 Goiânia";6337
"520880 Goianira";86
"520890 Goiás";101
"520910 Goiatuba";121
"520960 Heitoraí";19
"520970 Hidrolândia";21
"520980 Hidrolina";28
"520990 Iaciara";16
"520993 Inaciolândia";16
"520995 Indiara";51
"521000 Inhumas";98
"521010 Ipameri";130
"521020 Iporá";96
"521030 Israelândia";7
"521040 Itaberaí";31
"521060 Itaguaru";19
"521080 Itajá";18
"521090 Itapaci";41
"521100 Itapirapuã";23
"521120 Itapuranga";124
"521130 Itarumã";17
"521140 Itauçu";18
"521150 Itumbiara";238
"521160 Ivolândia";10
"521170 Jandaia";13
"521180 Jaraguá";84
"521190 Jataí";155
"521200 Jaupaci";10
"521210 Joviânia";17
"521220 Jussara";68
"521250 Luziânia";133
"521260 Mairipotaba";13
"521270 Mambaí";16
"521280 Mara Rosa";44
"521290 Marzagão";23
"521295 Matrinchã";14
"521300 Maurilândia";12
"521308 Minaçu";101
"521310 Mineiros";247
"521350 Monte Alegre de Goiás";16
"521370 Montes Claros de Goiás";24
"521375 Montividiu";13
"521380 Morrinhos";110
"521385 Morro Agudo de Goiás";19
"521390 Mossâmedes";20
"521400 Mozarlândia";20
"521405 Mundo Novo";18
"521410 Mutunópolis";19
"521440 Nazário";16
"521450 Nerópolis";118
"521460 Niquelândia";103
"521470 Nova América";4
"521483 Nova Crixás";45
"521500 Nova Veneza";18
"521520 Novo Brasil";9
"521530 Orizona";28
"521550 Ouvidor";31
"521560 Padre Bernardo";33
"521565 Palestina de Goiás";19
"521570 Palmeiras de Goiás";33
"521580 Palmelo";10
"521590 Palminópolis";19
"521600 Panamá";9
"521630 Paranaiguara";30
"521640 Paraúna";20
"521680 Petrolina de Goiás";26
"521710 Piracanjuba";70
"521720 Piranhas";28
"521730 Pirenópolis";51
"521740 Pires do Rio";38
"521760 Planaltina";72
"521770 Pontalina";50
"521800 Porangatu";91
"521805 Porteirão";20
"521810 Portelândia";17
"521830 Posse";69
"521850 Quirinópolis";121
"521860 Rialma";24
"521880 Rio Verde";390
"521890 Rubiataba";80
"521900 Sanclerlândia";17
"521910 Santa Bárbara de Goiás";15
"521920 Santa Cruz de Goiás";16
"521925 Santa Fé de Goiás";17
"521930 Santa Helena de Goiás";138
"521950 Santa Rosa de Goiás";16
"521960 Santa Tereza de Goiás";17
"521970 Santa Terezinha de Goiás";38
"521973 Santo Antônio de Goiás";19
"521975 Santo Antônio do Descoberto";168
"521980 São Domingos";22
"522000 São João d'Aliança";26
"522010 São Luís de Montes Belos";99
"522015 São Luíz do Norte";10
"522020 São Miguel do Araguaia";95
"522026 São Miguel do Passa Quatro";11
"522040 São Simão";50
"522045 Senador Canedo";89
"522050 Serranópolis";21
"522060 Silvânia";40
"522068 Simolândia";20
"522100 Taquaral de Goiás";46
"522130 Três Ranchos";12
"522140 Trindade";510
"522145 Trombas";15
"522150 Turvânia";17
"522155 Turvelândia";19
"522160 Uruaçu";154
"522170 Uruana";27
"522185 Valparaíso de Goiás";67
"522200 Vianópolis";40
"522205 Vicentinópolis";16
"522220 Vila Boa";13
"530010 Brasília";6631
